destination_id,destination_name,country,current_cover_image_url,new_cover_image_url,photo_credit,notes
cc9adff7-097c-4a49-8063-ed19195b0078,Anuradhapura,Sri Lanka,"","","",""
965d87c8-a499-4c99-8478-57fad6507d58,Aukana,Sri Lanka,"","","",""
7bc55fbd-76f1-4ba9-ae91-f006efa78fe4,Aukana Buddha statue,Sri Lanka,"","","",""
28110392-c2db-44b2-96b6-8e9050913947,Bandarawela,Sri Lanka,"","","",""
bf9dfe44-f520-482e-afd0-a35e6c0869f0,beachfront hotel,Sri Lanka,"","","",""
3cd2bf9a-cb87-4876-8ac6-a050c9a88cfc,Bentota,Sri Lanka,"","","",""
1ff69bad-c0a6-4911-84dd-7a9269a40594,Bundala National Park,Sri Lanka,"","","",""
76611932-be2e-40c5-b4c1-c69703417078,Chilaw,Sri Lanka,"","","",""
dbf5e47d-0bd6-480b-84de-22c89f2fbe23,Colombo,Sri Lanka,"","","",""
0e4b16a6-805a-4c2c-ae1f-72d51e9576b5,Dambulla Cave Temple,Sri Lanka,"","","",""
47d65837-5f30-4757-9575-6385d1a86e22,Dambulla Cave Temples,Sri Lanka,"","","",""
3471afd5-0594-4f0c-b7e2-3554f552c682,Devon's and St. Clair waterfalls,Sri Lanka,"","","",""
77ced495-c65d-4d2f-92a0-617685f7b4c4,Elephant Transit Home,Sri Lanka,"","","",""
b6a8dc47-9b10-4439-aa74-bb4712180cff,Ella,Sri Lanka,"","","",""
34cb91d5-7dad-4915-ba9d-30106dc72210,Ella Rock,Sri Lanka,"","","",""
61e0d302-1fd2-457c-a074-aa337929ecc5,Galaha to Loolkandura,Sri Lanka,"","","",""
f9888220-b2d4-4c22-853f-7c33468fd8f2,Galle,Sri Lanka,"","","",""
fd10f894-f511-48a8-b79c-2984ecee7100,Galle Dutch Fort,Sri Lanka,"","","",""
c5236d4f-1c34-42ef-94cd-d0bc623d422a,Galle Fort,Sri Lanka,"","","",""
29932685-ecd5-49e3-a00f-b38e4a15f87b,Gal Vihara,Sri Lanka,"","","",""
6988cca3-6eaf-402e-9e93-658d6164d4bd,Habarana,Sri Lanka,"","","",""
ef0c7b7b-9743-4c64-896a-6a0776380a6d,Hambantota Bird Park,Sri Lanka,"","","",""
721ed12f-f400-4285-8e6c-caad24916e99,Haputale,Sri Lanka,"","","",""
81f3a0b5-eac0-49ad-a496-793cb04ad819,Haputale to Bandarawela,Sri Lanka,"","","",""
4b343851-75af-41f9-8500-b37a9a6cb28f,Horton Plains National Park,Sri Lanka,"","","",""
a438df62-8629-4e20-9596-dd478f72922d,Hotel Chandrika,Sri Lanka,"","","",""
6443abf5-0424-4f81-9712-173b06fdf06d,Kalu's Hideaway Hotel,Sri Lanka,"","","",""
fb16e906-663e-42e1-aab1-48e4b400b857,Kandy,Sri Lanka,"","","",""
affa289e-ae4e-4e6b-ac94-55afdde7c90b,Kandy Lake,Sri Lanka,"","","",""
ba69d8b3-8572-4e73-ab25-421f3d3f1838,Kandy to Nuwara Eliya,Sri Lanka,"","","",""
2e0c0232-8ddb-4922-a442-28a678631606,Kataragama Temple,Sri Lanka,"","","",""
75dc2135-c475-4258-a029-5e3318163869,Kelaniya Temple,Sri Lanka,"","","",""
605067c0-6c7a-4b3a-ad13-02d4e2644d44,Kotugoda,Sri Lanka,"","","",""
5acace31-57a7-45bd-a549-6ba102f74bc4,Lipton's Seat,Sri Lanka,"","","",""
35605b9f-0a28-42a4-9220-2bd47da72dc5,Little Adam's Peak,Sri Lanka,"","","",""
5c1f1060-ee67-4900-8d72-a69bf43ff653,Loolecondera Tea Estate,Sri Lanka,"","","",""
d8e0fc81-8a7d-4323-a11d-f160f01c61c0,Loolkandura,Sri Lanka,"","","",""
eb14be94-84e8-484e-a7bf-9faa412647e1,Loolkandura to Tawalantenne,Sri Lanka,"","","",""
e9e0ab18-29dd-4c07-badb-c6a68d5c5d18,Makulella to Ella,Sri Lanka,"","","",""
98a9eebc-1d3d-46cd-ade0-1fa687953c4c,mangroves,Sri Lanka,"","","",""
03d9f045-e429-40af-a216-f11e0d595174,Matale,Sri Lanka,"","","",""
7fc16bde-1a19-4ed5-9737-efb5d5bfea10,Mihintale,Sri Lanka,"","","",""
3a051f4a-2e3f-4894-84c1-6270d3abff3e,Minneriya National Park,Sri Lanka,"","","",""
1119f662-f26b-4ed4-8543-2a8ffa95825a,Minneriya Park,Sri Lanka,"","","",""
9cbce230-2e31-4f96-8471-8707df3d55da,Mirissa,Sri Lanka,"","","",""
1d035abc-c6c3-455e-bc1e-db3164d2ca78,Mirissa Harbour,Sri Lanka,"","","",""
687b1e5c-25b6-45ed-9b68-57f3761aadba,mirror wall,Sri Lanka,"","","",""
8645b899-0039-4311-b2b3-ab8a427e4fe9,Mobile Tented Camp,Sri Lanka,"","","",""
a12d4089-b438-4d53-bba1-961d373ec0ed,moonstone mines,Sri Lanka,"","","",""
43df60eb-086b-464d-8e26-26e23634ac17,Negombo,Sri Lanka,"","","",""
d09af90e-b638-4268-b3d7-9536b4aa103f,Negombo Beach,Sri Lanka,"","","",""
c4f651ef-67fd-4d59-96ff-0339ab9187c5,Negombo Fishing Village,Sri Lanka,"","","",""
7e02a956-5d73-4b77-b6de-64d898c5a3d9,Nuwara Eliya,Sri Lanka,"","","",""
1ed93123-8d79-4612-9c82-fac04f1bc36f,Peradeniya Botanical Gardens,Sri Lanka,"","","",""
722a39c2-23b4-485b-afb6-dedcc9b4e47e,Peradeniya Gardens,Sri Lanka,"","","",""
398cc44d-9364-497c-ad10-cc9c42f25184,Peradeniya Royal Botanical Garden,Sri Lanka,"","","",""
37a3133c-e4f8-4477-b527-5ad66e814a93,Pidurangala Rock,Sri Lanka,"","","",""
f05fc17b-80a5-47d3-afe7-780e6ca06baa,Pinnawala Elephant Orphanage,Sri Lanka,"","","",""
dfd9a986-87ba-4a42-a978-e060eded94fd,Pinnawela Elephant Orphanage,Sri Lanka,"","","",""
64d60df0-bec8-4b02-9531-1e9781440148,Polonnaruwa,Sri Lanka,"","","",""
e53769b5-f57f-488b-b094-352ab7b42d03,Ravana Falls,Sri Lanka,"","","",""
a7d3f607-5351-4e65-ac3b-ab645287537c,Ritigala Monastery,Sri Lanka,"","","",""
bb15429c-7b35-4557-b309-792f68a1eee7,river safari,Sri Lanka,"","","",""
d34426ea-bae4-45c1-b95d-8fb86e168d0d,Royal Botanical Gardens,Sri Lanka,"","","",""
4795189f-59da-4644-8ff3-b205442ed97e,Royal Botanical Gardens at Peradeniya,Sri Lanka,"","","",""
117e5673-7e7a-4325-adea-ca16491499c4,sea turtle hatchery,Sri Lanka,"","","",""
576c4960-c56c-4b0e-8d79-03e84c49b5cb,Sigiriya,Sri Lanka,"","","",""
9d8974de-8e7d-42f1-a63f-00c5c5413c10,Sigiriya Lion's Rock,Sri Lanka,"","","",""
a2586c69-af7d-4366-8f04-4adcd624e2c2,Sigiriya Rock Fortress,Sri Lanka,"","","",""
424250f5-cd55-4b58-aa25-21fa9faaadca,Sigiriya's Lion's Rock,Sri Lanka,"","","",""
3670d352-35e9-49dc-9744-4fc74f101896,St. Claire and Devon Falls,Sri Lanka,"","","",""
b29e415f-fe51-4e92-ae60-c8196002a924,Tangalle,Sri Lanka,"","","",""
fb40679d-b692-4008-9f2d-84f0a76c7403,tea factory,Sri Lanka,"","","",""
70b4d3b8-bdce-4405-81e4-c816bc69a9b7,tea plantation and factory,Sri Lanka,"","","",""
7cbcccc8-a41a-47b2-84bb-2ff1903bb737,Tea Planter's Bungalow,Sri Lanka,"","","",""
05eb2095-0dcb-49ae-895c-ad3ae0d983c1,Temple of the Tooth,Sri Lanka,"","","",""
eda2078b-52d0-421e-94e5-9d3bceec17ee,Temple of the Tooth Relic,Sri Lanka,"","","",""
0e53d7cf-9638-49aa-9e89-c0c93f20fdd2,Trincomalee,Sri Lanka,"","","",""
4934658f-5270-47c9-bca4-d3c3ea5b6e0b,turtle hatchery,Sri Lanka,"","","",""
8de7ec9a-5673-4c3d-9e55-dadcfdda4f74,Udawalawe National Park,Sri Lanka,"","","",""
784ec017-24f1-4d38-ac94-737cc471b64f,Udaweriya,Sri Lanka,"","","",""
24356559-ca80-47c6-866a-2660b7d503e2,Udaweriya to Haputale,Sri Lanka,"","","",""
1b25f236-9efe-4780-8588-97759d0d7c29,Udupusellawa to Kandapola,Sri Lanka,"","","",""
f2f42dba-2c24-4b12-b8d0-fac2a3f079c9,Unawatuna,Sri Lanka,"","","",""
4c122e0d-641a-4b1e-8265-febd5648aba1,working estate,Sri Lanka,"","","",""
6c195f9c-68b8-4fe6-b4f5-b0b89a7d8275,working estates,Sri Lanka,"","","",""
0d2205d3-525f-46d2-9f0f-ec7a6463212d,Yala National Park,Sri Lanka,"","","",""
ffee19a0-35c6-4391-b84f-62e03b2e8339,Yapahuwa,Sri Lanka,"","","",""
